"code","name"
"C77.8","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Lymphknoten mehrerer Regionen"
"C77.9","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Lymphknoten, nicht näher bezeichnet"
"C78","Sekundäre bösartige Neubildung der Atmungs- und Verdauungsorgane"
"C78.0","Sekundäre bösartige Neubildung der Lunge"
"C78.1","Sekundäre bösartige Neubildung des Mediastinums"
"C78.2","Sekundäre bösartige Neubildung der Pleura"
"C78.3","Sekundäre bösartige Neubildung sonstiger und nicht näher bezeichneter Atmungsorgane"
"C78.4","Sekundäre bösartige Neubildung des Dünndarmes"
"C78.5","Sekundäre bösartige Neubildung des Dickdarmes und des Rektums"
"C78.6","Sekundäre bösartige Neubildung des Retroperitoneums und des Peritoneums"
"C78.7","Sekundäre bösartige Neubildung der Leber und der intrahepatischen Gallengänge"
"C78.7","Sekundäre bösartige Neubildung der Leber und der intrahepatischen Gallengänge"
"C78.8","Sekundäre bösartige Neubildung sonstiger und nicht näher bezeichneter Verdauungsorgane"
"C79","Sekundäre bösartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen"
"C79.0","Sekundäre bösartige Neubildung der Niere und des Nierenbeckens"
"C79.1","Sekundäre bösartige Neubildung der Harnblase sowie sonstiger und nicht näher bezeichneter Harnorgane"
"C79.2","Sekundäre bösartige Neubildung der Haut"
"C79.3","Sekundäre bösartige Neubildung des Gehirns und der Hirnhäute"
"C79.4","Sekundäre bösartige Neubildung sonstiger und nicht näher bezeichneter Teile des Nervensystems"
"C79.5","Sekundäre bösartige Neubildung des Knochens und des Knochenmarkes"
"C79.6","Sekundäre bösartige Neubildung des Ovars"
"C79.7","Sekundäre bösartige Neubildung der Nebenniere"
"C79.8","Sekundäre bösartige Neubildung sonstiger näher bezeichneter Lokalisationen"
"C79.9","Sekundäre bösartige Neubildung nicht näher bezeichneter Lokalisation"
"C80","Bösartige Neubildung ohne Angabe der Lokalisation"
"C80.0","Bösartige Neubildung, primäre Lokalisation unbekannt, so bezeichnet"
"C80.0","Bösartige Neubildung, primäre Lokalisation unbekannt, so bezeichnet"
"C80.9","Bösartige Neubildung, nicht näher bezeichnet"
"C80.9","Bösartige Neubildung, nicht näher bezeichnet"
"C81","Hodgkin-Krankheit [Lymphogranulomatose]"
"C81.0","Hodgkin-Krankheit [Lymphogranulomatose]: Noduläres lymphozytenprädominantes Hodgkin-Lymphom"
"C81.0","Hodgkin-Krankheit [Lymphogranulomatose]: Noduläres lymphozytenprädominantes Hodgkin-Lymphom"
"C81.1","Hodgkin-Krankheit [Lymphogranulomatose]: Nodulär-sklerosierendes klassisches Hodgkin-Lymphom"
"C81.1","Hodgkin-Krankheit [Lymphogranulomatose]: Nodulär-sklerosierendes klassisches Hodgkin-Lymphom"
"C81.1","Hodgkin-Krankheit [Lymphogranulomatose]: Nodulär-sklerosierendes klassisches Hodgkin-Lymphom"
"C81.2","Hodgkin-Krankheit [Lymphogranulomatose]: Gemischtzelliges klassisches Hodgkin-Lymphom"
"C81.2","Hodgkin-Krankheit [Lymphogranulomatose]: Gemischtzelliges klassisches Hodgkin-Lymphom"
"C81.2","Hodgkin-Krankheit [Lymphogranulomatose]: Gemischtzelliges klassisches Hodgkin-Lymphom"
"C81.3","Hodgkin-Krankheit [Lymphogranulomatose]: Lymphozytenarmes klassisches Hodgkin-Lymphom"
"C81.3","Hodgkin-Krankheit [Lymphogranulomatose]: Lymphozytenarmes klassisches Hodgkin-Lymphom"
"C81.3","Hodgkin-Krankheit [Lymphogranulomatose]: Lymphozytenarmes klassisches Hodgkin-Lymphom"
"C81.4","Hodgkin-Krankheit [Lymphogranulomatose]: Lymphozytenreiches klassisches Hodgkin-Lymphom"
"C81.4","Hodgkin-Krankheit [Lymphogranulomatose]: Lymphozytenreiches klassisches Hodgkin-Lymphom"
"C81.7","Hodgkin-Krankheit [Lymphogranulomatose]: Sonstige Typen des klassischen Hodgkin-Lymphoms"
"C81.7","Hodgkin-Krankheit [Lymphogranulomatose]: Sonstige Typen des klassischen Hodgkin-Lymphoms"
"C81.7","Hodgkin-Krankheit [Lymphogranulomatose]: Sonstige Typen des klassischen Hodgkin-Lymphoms"
"C81.9","Hodgkin-Krankheit [Lymphogranulomatose]: Hodgkin-Lymphom, nicht näher bezeichnet"
"C81.9","Hodgkin-Krankheit [Lymphogranulomatose]: Hodgkin-Lymphom, nicht näher bezeichnet"
"C82","Follikuläres [noduläres] Non-Hodgkin-Lymphom"
"C82.0","Follikuläres Lymphom Grad I"
"C82.0","Follikuläres Lymphom Grad I"
"C82.1","Follikuläres Lymphom Grad II"
"C82.1","Follikuläres Lymphom Grad II"
"C82.2","Follikuläres Lymphom Grad III"
"C82.2","Follikuläres Lymphom Grad III"
"C82.3","Follikuläres Lymphom Grad IIIa"
"C82.4","Follikuläres Lymphom Grad IIIb"
"C82.5","Diffuses Follikelzentrumslymphom"
"C82.6","Kutanes Follikelzentrumslymphom"
"C82.7","Sonstige Typen des follikulären Lymphoms"
"C82.7","Sonstige Typen des follikulären Lymphoms"
"C82.9","Follikuläres Lymphom, nicht näher bezeichnet"
"C82.9","Follikuläres Lymphom, nicht näher bezeichnet"
"C83","Diffuses Non-Hodgkin-Lymphom"
"C83.0","Nicht follikuläres Lymphom: Kleinzelliges B-Zell-Lymphom"
"C83.0","Nicht follikuläres Lymphom: Kleinzelliges B-Zell-Lymphom"
"C83.1","Nicht follikuläres Lymphom: Mantelzell-Lymphom"
"C83.1","Nicht follikuläres Lymphom: Mantelzell-Lymphom"
"C83.2","Non-Hodgkin-Lymphom: Gemischt klein- und großzellig (diffus)"
"C83.3","Nicht follikuläres Lymphom: Diffuses großzelliges B-Zell-Lymphom"
"C83.3","Nicht follikuläres Lymphom: Diffuses großzelliges B-Zell-Lymphom"
"C83.4","Non-Hodgkin-Lymphom: Immunoblastisch (diffus)"
"C83.5","Nicht follikuläres Lymphom: Lymphoblastisches Lymphom"
"C83.5","Nicht follikuläres Lymphom: Lymphoblastisches Lymphom"
"C83.6","Non-Hodgkin-Lymphom: Undifferenziert (diffus)"
"C83.7","Nicht follikuläres Lymphom: Burkitt-Tumor"
"C83.7","Nicht follikuläres Lymphom: Burkitt-Tumor"
"C83.8","Sonstige nicht follikuläre Lymphome"
"C83.8","Sonstige nicht follikuläre Lymphome"
"C83.9","Nicht follikuläres Lymphom, nicht näher bezeichnet"
"C83.9","Nicht follikuläres Lymphom, nicht näher bezeichnet"
"C84","Periphere und kutane T-Zell-Lymphome"
"C84.0","Reifzellige T/NK-Zell-Lymphome: Mycosis fungoides"
"C84.1","Reifzellige T/NK-Zell-Lymphome: Sézary-Syndrom"
"C84.2","T-Zonen-Lymphom"
"C84.3","Lymphoepitheloides Lymphom"
"C84.4","Reifzellige T/NK-Zell-Lymphome: Peripheres T-Zell-Lymphom, nicht spezifiziert"
"C84.4","Reifzellige T/NK-Zell-Lymphome: Peripheres T-Zell-Lymphom, nicht spezifiziert"
"C84.5","Sonstige reifzellige T/NK-Zell-Lymphome"
"C84.5","Sonstige reifzellige T/NK-Zell-Lymphome"
"C84.6","Reifzellige T/NK-Zell-Lymphome: Anaplastisches großzelliges Lymphom, ALK-positiv"
"C84.7","Reifzellige T/NK-Zell-Lymphome: Anaplastisches großzelliges Lymphom, ALK-negativ"
"C84.8","Reifzellige T/NK-Zell-Lymphome: Kutanes T-Zell-Lymphom, nicht näher bezeichnet"
"C84.9","Reifzelliges T/NK-Zell-Lymphom, nicht näher bezeichnet"
"C85","Sonstige und nicht näher bezeichnete Typen des Non-Hodgkin-Lymphoms"
"C85.0","Lymphosarkom"
"C85.1","B-Zell-Lymphom, nicht näher bezeichnet"
"C85.2","Mediastinales (thymisches) großzelliges B-Zell-Lymphom"
"C85.7","Sonstige näher bezeichnete Typen des Non-Hodgkin-Lymphoms"
"C85.9","Non-Hodgkin-Lymphom, nicht näher bezeichnet"
"C85.9","Non-Hodgkin-Lymphom, nicht näher bezeichnet"
"C86","Weitere spezifizierte T/NK-Zell-Lymphome"
"C86.0","Extranodales NK/T-Zell-Lymphom, nasaler Typ"
"C86.1","Hepatosplenisches T-Zell-Lymphom"
"C86.2","T-Zell-Lymphom vom Enteropathie-Typ"
"C86.3","Subkutanes pannikulitisches T-Zell-Lymphom"
"C86.4","Blastisches NK-Zell-Lymphom"
"C86.5","Angioimmunoblastisches T-Zell-Lymphom"
"C86.6","Primäre kutane CD30-positive T-Zell-Proliferationen"
"C88","Bösartige immunproliferative Krankheiten"
"C88.0","Bösartige immunproliferative Krankheiten: Makroglobulinämie Waldenström"
"C88.1","Alpha-Schwerkettenkrankheit"
"C88.2","Bösartige immunproliferative Krankheiten: Sonstige Schwerkettenkrankheit"
"C88.2","Bösartige immunproliferative Krankheiten: Sonstige Schwerkettenkrankheit"
"C88.3","Bösartige immunproliferative Krankheiten: Immunproliferative Dünndarmkrankheit"
"C88.4","Extranodales Marginalzonen-B-Zell-Lymphom des Mukosa-assoziierten lymphatischen Gewebes (Malt-Lymphom)"
"C88.7","Sonstige bösartige immunproliferative Krankheiten"
"C88.9","Bösartige immunproliferative Krankheit, nicht näher bezeichnet"
"C90","Plasmozytom und bösartige Plasmazellen-Neubildungen"
"C90.0","Plasmozytom [Multiples Myelom]"
"C90.0","Plasmozytom [Multiples Myelom]"
"C90.0","Plasmozytom [Multiples Myelom]"
"C90.1","Plasmazellenleukämie"
"C90.2","Plasmozytom, extramedullär"
"C90.2","Plasmozytom, extramedullär"
"C90.3","Solitäres Plasmozytom"
"C91","Lymphatische Leukämie"
"C91.0","Akute lymphatische Leukämie [ALL]"
"C91.0","Akute lymphatische Leukämie [ALL]"
"C91.1","Chronische lymphatische Leukämie vom B-Zell-Typ [CLL]"
"C91.1","Chronische lymphatische Leukämie vom B-Zell-Typ [CLL]"
"C91.2","Subakute lymphatische Leukämie"
"C91.3","Prolymphozytäre Leukämie vom B-Zell-Typ"
"C91.3","Prolymphozytäre Leukämie vom B-Zell-Typ"
"C91.4","Haarzellenleukämie"
"C91.5","Adulte(s) T-Zell-Lymphom/Leukämie (HTLV-1-assoziiert)"
"C91.5","Adulte(s) T-Zell-Lymphom/Leukämie (HTLV-1-assoziiert)"
"C91.6","Prolymphozyten-Leukämie vom T-Zell-Typ"
"C91.7","Sonstige lymphatische Leukämie"
"C91.8","Reifzellige B-ALL vom Burkitt-Typ"
"C91.9","Lymphatische Leukämie, nicht näher bezeichnet"
"C92","Myeloische Leukämie"
"C92.0","Akute myeloblastische Leukämie [AML]"
"C92.0","Akute myeloblastische Leukämie [AML]"
"C92.1","Chronische myeloische Leukämie [CML], BCR/ABL-positiv"
"C92.1","Chronische myeloische Leukämie [CML], BCR/ABL-positiv"
"C92.2","Atypische chronische myeloische Leukämie, BCR/ABL-negativ"
"C92.2","Atypische chronische myeloische Leukämie, BCR/ABL-negativ"
"C92.3","Myelosarkom"
"C92.4","Akute Promyelozyten-Leukämie [PCL]"
"C92.4","Akute Promyelozyten-Leukämie [PCL]"
"C92.5","Akute myelomonozytäre Leukämie"
"C92.6","Akute myeloische Leukämie mit 11q23-Abnormität"
"C92.7","Sonstige myeloische Leukämie"
"C92.8","Akute myeloische Leukämie mit multilineärer Dysplasie"
"C92.9","Myeloische Leukämie, nicht näher bezeichnet"
"C93","Monozytenleukämie"
"C93.0","Akute Monoblasten/Monozytenleukämie"
"C93.0","Akute Monoblasten/Monozytenleukämie"
"C93.0","Akute Monoblasten/Monozytenleukämie"
"C93.1","Chronische myelomonozytäre Leukämie"
"C93.1","Chronische myelomonozytäre Leukämie"
"C93.2","Subakute Monozytenleukämie"
"C93.3","Juvenile myelomonozytäre Leukämie"
"C93.7","Sonstige Monozytenleukämie"
"C93.9","Monozytenleukämie, nicht näher bezeichnet"
"C94","Sonstige Leukämien näher bezeichneten Zelltyps"
"C94.0","Akute Erythroleukämie"
"C94.0","Akute Erythroleukämie"
"C94.1","Chronische Erythrämie"
"C94.2","Akute Megakaryoblastenleukämie"
"C94.3","Mastzellenleukämie"
"C94.4","Akute Panmyelose mit Myelofibrose"
"C94.4","Akute Panmyelose mit Myelofibrose"
"C94.5","Akute Myelofibrose"
"C94.6","Myelodysplastische und myeloproliferative Krankheit, nicht klassifizierbar"
"C94.7","Sonstige näher bezeichnete Leukämien"
"C94.8","Blastenkrise bei chronischer myeloischer Leukämie [CML]"
"C95","Leukämie nicht näher bezeichneten Zelltyps"
"C95.0","Akute Leukämie nicht näher bezeichneten Zelltyps"
"C95.1","Chronische Leukämie nicht näher bezeichneten Zelltyps"
"C95.2","Subakute Leukämie nicht näher bezeichneten Zelltyps"
"C95.7","Sonstige Leukämie nicht näher bezeichneten Zelltyps"
"C95.8","Leukämie, refraktär auf Standard-Induktionstherapie"
"C95.9","Leukämie, nicht näher bezeichnet"
"C96","Sonstige und nicht näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes"
"C96.0","Multifokale und multisystemische (disseminierte) Langerhans-Zell-Histiozytose [Abt-Letterer-Siwe-Krankheit]"
"C96.0","Multifokale und multisystemische (disseminierte) Langerhans-Zell-Histiozytose [Abt-Letterer-Siwe-Krankheit]"
"C96.1","Bösartige Histiozytose"
"C96.2","Bösartiger Mastzelltumor"
"C96.3","Echtes histiozytäres Lymphom"
"C96.4","Sarkom der dendritischen Zellen (akzessorische Zellen)"
"C96.5","Multifokale und unisystemische Langerhans-Zell-Histiozytose"
"C96.6","Unifokale Langerhans-Zell-Histiozytose"
"C96.7","Sonstige näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes"
"C96.8","Histiozytisches Sarkom"
"C96.9","Bösartige Neubildung des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet"
"C97","Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen"
"D00","Carcinoma in situ der Mundhöhle, des Ösophagus und des Magens"
"D00.0","Carcinoma in situ: Lippe, Mundhöhle und Pharynx"
"D00.1","Carcinoma in situ: Ösophagus"
"D00.2","Carcinoma in situ: Magen"
"D01","Carcinoma in situ sonstiger und nicht näher bezeichneter Verdauungsorgane"
"D01.0","Carcinoma in situ: Kolon"
"D01.1","Carcinoma in situ: Rektosigmoid, Übergang"
"D01.2","Carcinoma in situ: Rektum"
"D01.3","Carcinoma in situ: Analkanal und Anus"
"D01.4","Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes"
"D01.5","Carcinoma in situ: Leber, Gallenblase und Gallengänge"
"D01.7","Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane"
"D01.9","Carcinoma in situ: Verdauungsorgan, nicht näher bezeichnet"
"D02","Carcinoma in situ des Mittelohres und des Atmungssystems"
"D02.0","Carcinoma in situ: Larynx"
"D02.1","Carcinoma in situ: Trachea"
"D02.2","Carcinoma in situ: Bronchus und Lunge"
"D02.3","Carcinoma in situ: Sonstige Teile des Atmungssystems"
"D02.4","Carcinoma in situ: Atmungssystem, nicht näher bezeichnet"
"D03","Melanoma in situ"
"D03.0","Melanoma in situ der Lippe"
"D03.1","Melanoma in situ des Augenlides, einschließlich Kanthus"
"D03.2","Melanoma in situ des Ohres und des äußeren Gehörganges"
"D03.3","Melanoma in situ sonstiger und nicht näher bezeichneter Teile des Gesichtes"
"D03.4","Melanoma in situ der behaarten Kopfhaut und des Halses"
"D03.5","Melanoma in situ des Rumpfes"
"D03.6","Melanoma in situ der oberen Extremität, einschließlich Schulter"
"D03.7","Melanoma in situ der unteren Extremität, einschließlich Hüfte"
"D03.8","Melanoma in situ an sonstigen Lokalisationen"
"D03.9","Melanoma in situ, nicht näher bezeichnet"
"D04","Carcinoma in situ der Haut"
"D04.0","Carcinoma in situ: Lippenhaut"
"D04.1","Carcinoma in situ: Haut des Augenlides, einschließlich Kanthus"
"D04.2","Carcinoma in situ: Haut des Ohres und des äußeren Gehörganges"
"D04.3","Carcinoma in situ: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes"
"D04.4","Carcinoma in situ: Behaarte Kopfhaut und Haut des Halses"
"D04.5","Carcinoma in situ: Haut des Rumpfes"
"D04.6","Carcinoma in situ: Haut der oberen Extremität, einschließlich Schulter"
"D04.7","Carcinoma in situ: Haut der unteren Extremität, einschließlich Hüfte"
"D04.8","Carcinoma in situ: Haut an sonstigen Lokalisationen"
"D04.9","Carcinoma in situ: Haut, nicht näher bezeichnet"
"D05","Carcinoma in situ der Brustdrüse [Mamma]"
"D05.0","Lobuläres Carcinoma in situ der Brustdrüse"
"D05.1","Carcinoma in situ der Milchgänge"
"D05.7","Sonstiges Carcinoma in situ der Brustdrüse"
"D05.9","Carcinoma in situ der Brustdrüse, nicht näher bezeichnet"
"D06","Carcinoma in situ der Cervix uteri"
"D06.0","Carcinoma in situ: Endozervix"
"D06.1","Carcinoma in situ: Ektozervix"
"D06.7","Carcinoma in situ: Sonstige Teile der Cervix uteri"
"D06.9","Carcinoma in situ: Cervix uteri, nicht näher bezeichnet"
"D07","Carcinoma in situ sonstiger und nicht näher bezeichneter Genitalorgane"
"D07.0","Carcinoma in situ: Endometrium"
"D07.1","Carcinoma in situ: Vulva"
"D07.2","Carcinoma in situ: Vagina"
"D07.3","Carcinoma in situ: Sonstige und nicht näher bezeichnete weibliche Genitalorgane"
"D07.4","Carcinoma in situ: Penis"
"D07.5","Carcinoma in situ: Prostata"
"D07.6","Carcinoma in situ: Sonstige und nicht näher bezeichnete männliche Genitalorgane"
"D09","Carcinoma in situ sonstiger und nicht näher bezeichneter Lokalisationen"
"D09.0","Carcinoma in situ: Harnblase"
"D09.1","Carcinoma in situ: Sonstige und nicht näher bezeichnete Harnorgane"
"D09.2","Carcinoma in situ: Auge"
"D09.3","Carcinoma in situ: Schilddrüse und sonstige endokrine Drüsen"
"D09.7","Carcinoma in situ sonstiger näher bezeichneter Lokalisationen"
"D09.9","Carcinoma in situ, nicht näher bezeichnet"
"D10","Gutartige Neubildung des Mundes und des Pharynx"
"D10.0","Gutartige Neubildung: Lippe"
"D10.1","Gutartige Neubildung: Zunge"
"D10.2","Gutartige Neubildung: Mundboden"
"D10.3","Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Mundes"
"D10.4","Gutartige Neubildung: Tonsille"
"D10.5","Gutartige Neubildung: Sonstige Teile des Oropharynx"
"D10.6","Gutartige Neubildung: Nasopharynx"
"D10.7","Gutartige Neubildung: Hypopharynx"
"D10.9","Gutartige Neubildung: Pharynx, nicht näher bezeichnet"
"D11","Gutartige Neubildung der großen Speicheldrüsen"
"D11.0","Gutartige Neubildung: Parotis"
"D11.7","Gutartige Neubildung: Sonstige große Speicheldrüsen"
"D11.9","Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet"
"D12","Gutartige Neubildung des Kolons, des Rektums, des Analkanals und des Anus"
"D12.0","Gutartige Neubildung: Zäkum"
"D12.1","Gutartige Neubildung: Appendix vermiformis"
"D12.2","Gutartige Neubildung: Colon ascendens"
"D12.3","Gutartige Neubildung: Colon transversum"
"D12.4","Gutartige Neubildung: Colon descendens"
"D12.5","Gutartige Neubildung: Colon sigmoideum"
"D12.6","Gutartige Neubildung: Kolon, nicht näher bezeichnet"
"D12.7","Gutartige Neubildung: Rektosigmoid, Übergang"
"D12.8","Gutartige Neubildung: Rektum"
"D12.9","Gutartige Neubildung: Analkanal und Anus"
"D13","Gutartige Neubildung sonstiger und ungenau bezeichneter Teile des Verdauungssystems"
"D13.0","Gutartige Neubildung: Ösophagus"
"D13.1","Gutartige Neubildung: Magen"
"D13.2","Gutartige Neubildung: Duodenum"
"D13.3","Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes"
"D13.4","Gutartige Neubildung: Leber"
"D13.5","Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase"
"D13.6","Gutartige Neubildung: Pankreas"
"D13.7","Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas"
"D13.9","Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems"
"D14","Gutartige Neubildung des Mittelohres und des Atmungssystems"
"D14.0","Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen"
"D14.1","Gutartige Neubildung: Larynx"
"D14.2","Gutartige Neubildung: Trachea"
"D14.3","Gutartige Neubildung: Bronchus und Lunge"
"D14.4","Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet"
"D15","Gutartige Neubildung sonstiger und nicht näher bezeichneter intrathorakaler Organe"
"D15.0","Gutartige Neubildung: Thymus"
"D15.1","Gutartige Neubildung: Herz"
"D15.2","Gutartige Neubildung: Mediastinum"
"D15.7","Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe"
"D15.9","Gutartige Neubildung: Intrathorakales Organ, nicht näher bezeichnet"
"D16","Gutartige Neubildung des Knochens und des Gelenkknorpels"
"D16.0","Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität"
"D16.1","Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität"
"D16.2","Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität"
"D16.3","Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität"
"D16.4","Gutartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels"
"D16.5","Gutartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen"
"D16.6","Gutartige Neubildung des Knochens und des Gelenkknorpels: Wirbelsäule"
"D16.7","Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula"
"D16.8","Gutartige Neubildung des Knochens und des Gelenkknorpels: Knöchernes Becken"
"D16.9","Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet"
"D17","Gutartige Neubildung des Fettgewebes"
"D17.0","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses"
"D17.1","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes"
"D17.2","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten"
"D17.3","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen"
"D17.4","Gutartige Neubildung des Fettgewebes der intrathorakalen Organe"
"D17.5","Gutartige Neubildung des Fettgewebes der intraabdominalen Organe"
"D17.6","Gutartige Neubildung des Fettgewebes des Samenstrangs"
"D17.7","Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen"
"D17.9","Gutartige Neubildung des Fettgewebes, nicht näher bezeichnet"
"D18","Hämangiom und Lymphangiom"
"D18.0","Hämangiom"
"D18.1","Lymphangiom"
"D19","Gutartige Neubildung des mesothelialen Gewebes"
"D19.0","Gutartige Neubildung: Mesotheliales Gewebe der Pleura"
"D19.1","Gutartige Neubildung: Mesotheliales Gewebe des Peritoneums"
"D19.7","Gutartige Neubildung: Mesotheliales Gewebe an sonstigen Lokalisationen"
"D19.9","Gutartige Neubildung: Mesotheliales Gewebe, nicht näher bezeichnet"
"D20","Gutartige Neubildung des Weichteilgewebes des Retroperitoneums und des Peritoneums"
"D20.0","Gutartige Neubildung: Retroperitoneum"
"D20.1","Gutartige Neubildung: Peritoneum"
"D21","Sonstige gutartige Neubildungen des Bindegewebes und anderer Weichteilgewebe"
"D21.0","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Kopfes, des Gesichtes und des Halses"
"D21.1","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter"
"D21.2","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte"
"D21.3","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Thorax"
"D21.4","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Abdomens"
"D21.5","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Beckens"
"D21.6","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Rumpfes, nicht näher bezeichnet"
"D21.9","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet"
"D22","Melanozytennävus"
"D22.0","Melanozytennävus der Lippe"
"D22.1","Melanozytennävus des Augenlides, einschließlich Kanthus"
"D22.2","Melanozytennävus des Ohres und des äußeren Gehörganges"
"D22.3","Melanozytennävus sonstiger und nicht näher bezeichneter Teile des Gesichtes"
"D22.4","Melanozytennävus der behaarten Kopfhaut und des Halses"
"D22.5","Melanozytennävus des Rumpfes"
"D22.6","Melanozytennävus der oberen Extremität, einschließlich Schulter"
"D22.7","Melanozytennävus der unteren Extremität, einschließlich Hüfte"
"D22.9","Melanozytennävus, nicht näher bezeichnet"
"D23","Sonstige gutartige Neubildungen der Haut"
"D23.0","Sonstige gutartige Neubildungen: Lippenhaut"
"D23.1","Sonstige gutartige Neubildungen: Haut des Augenlides, einschließlich Kanthus"
"D23.2","Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges"
"D23.3","Sonstige gutartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes"
"D23.4","Sonstige gutartige Neubildungen: Behaarte Kopfhaut und Haut des Halses"
"D23.5","Sonstige gutartige Neubildungen: Haut des Rumpfes"
"D23.6","Sonstige gutartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter"
"D23.7","Sonstige gutartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte"
"D23.9","Sonstige gutartige Neubildungen: Haut, nicht näher bezeichnet"
"D24","Gutartige Neubildung der Brustdrüse [Mamma]"
"D25","Leiomyom des Uterus"
"D25.0","Submuköses Leiomyom des Uterus"
"D25.1","Intramurales Leiomyom des Uterus"
"D25.2","Subseröses Leiomyom des Uterus"
"D25.9","Leiomyom des Uterus, nicht näher bezeichnet"
"D26","Sonstige gutartige Neubildungen des Uterus"
"D26.0","Sonstige gutartige Neubildungen: Cervix uteri"
"D26.1","Sonstige gutartige Neubildungen: Corpus uteri"
"D26.7","Sonstige gutartige Neubildungen: Sonstige Teile des Uterus"
"D26.9","Sonstige gutartige Neubildungen: Uterus, nicht näher bezeichnet"
"D27","Gutartige Neubildung des Ovars"
"D28","Gutartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane"
"D28.0","Gutartige Neubildung: Vulva"
"D28.1","Gutartige Neubildung: Vagina"
"D28.2","Gutartige Neubildung: Tubae uterinae und Ligamenta"
"D28.7","Gutartige Neubildung: Sonstige näher bezeichnete weibliche Genitalorgane"
"D28.9","Gutartige Neubildung: Weibliches Genitalorgan, nicht näher bezeichnet"
"D29","Gutartige Neubildung der männlichen Genitalorgane"
"D29.0","Gutartige Neubildung: Penis"
"D29.1","Gutartige Neubildung: Prostata"
"D29.2","Gutartige Neubildung: Hoden"
"D29.3","Gutartige Neubildung: Nebenhoden"
"D29.4","Gutartige Neubildung: Skrotum"
"D29.7","Gutartige Neubildung: Sonstige männliche Genitalorgane"
"D29.9","Gutartige Neubildung: Männliches Genitalorgan, nicht näher bezeichnet"
"D30","Gutartige Neubildung der Harnorgane"
"D30.0","Gutartige Neubildung: Niere"
"D30.1","Gutartige Neubildung: Nierenbecken"
"D30.2","Gutartige Neubildung: Ureter"
"D30.3","Gutartige Neubildung: Harnblase"
"D30.4","Gutartige Neubildung: Urethra"
"D30.7","Gutartige Neubildung: Sonstige Harnorgane"
"D30.9","Gutartige Neubildung: Harnorgan, nicht näher bezeichnet"
"D31","Gutartige Neubildung des Auges und der Augenanhangsgebilde"
"D31.0","Gutartige Neubildung: Konjunktiva"
"D31.1","Gutartige Neubildung: Kornea"
